1,11.4,90
2,11.5,91.9
3,12.2,83.5
4,12.4,78.1
5,10.2,84.2
6,10.5,86.3
7,9.6,86.6
8,8.8,74.6
9,9,70.5
10,10.1,61.5
11,10.8,51.4
12,11.4,46.3
13,11.8,40.3
14,12.2,36.9
15,12.4,34.1
16,12.5,31.4
17,12.1,29.8
18,9.7,47.4
19,7.7,53.3
20,5.7,63.9
21,5.4,62.5
22,4.4,63.4
23,2.7,73.5
24,2,77.5
